  Rajasthan Lands Restrictions on Transfer Act, 1976: 1

  Rajasthan Lokayukta and UpLokayuktas Act, 1973: 1

  Rajasthan Lokayukta and UpLokayuktas Act, 1973: 1

  Rajasthan Panchayati Raj Act, 1994: 1

  Rajasthan Panchayati Raj Act, 1994: 1

  Rajasthan Power Sector Reforms Act, 1999: 1

  Rajasthan Public Trusts Act, 1959: 1

  Rajasthan Rent Control Act, 2001: 1

  Rajasthan Sales Tax Amendment Act, 1979: 1

  Rajasthan Sati Prevention Act, 1987: 1

  Rajasthan Universities Teachers Absorption of Temporary Lecturers Act, 1979: 1

  Rajasthan Wild Animals and Birds Protection Act, 1951: 1

  Redemption of Mortgages Punjab Act, 1913: 1

  Redemption of Mortgages Punjab Act, 1913: 1

  Reformatory Schools Act, 1897: 1

  Registration of Births and Deaths Act, 1969: 1

  Religious Institutions Prevention of Misuse Act, 1988: 1

  Religious Societies Act, 1880: 1

  Religious Societies Act, 1880: 1

